guest_id,decision_time,offer_name,discount_band,recommended_channel,eim_usd,rationale,risk_flags,send_by,snapshot_id
SKoCxzDX,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.18,"Guest SKoCxzDX receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.18, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
TLFf5GCZ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.19,"Guest TLFf5GCZ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.19, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
TLFf5GCZ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.19,"Guest TLFf5GCZ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.19, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
U27c66lA,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.34,"Guest U27c66lA receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.34, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
U27c66lA,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.34,"Guest U27c66lA receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.34, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
UAk4AF4y,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.16,"Guest UAk4AF4y receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.16, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
UAk4AF4y,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.16,"Guest UAk4AF4y receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.16, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Uo1aWbtD,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.14,"Guest Uo1aWbtD receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.14, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Uo1aWbtD,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.14,"Guest Uo1aWbtD receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.14, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Uy7zNPHs,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.36,"Guest Uy7zNPHs receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.36, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Uy7zNPHs,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.36,"Guest Uy7zNPHs receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.36, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
VzYZ2Is9,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.00,"Guest VzYZ2Is9 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.00, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
VzYZ2Is9,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.00,"Guest VzYZ2Is9 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.00, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
WPel8XOF,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.36,"Guest WPel8XOF receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.36, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
WPel8XOF,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.36,"Guest WPel8XOF receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.36, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
WWlEHPC6,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,2.59,"Guest WWlEHPC6 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 2.59, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
WWlEHPC6,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,2.59,"Guest WWlEHPC6 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 2.59, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
WaAi1Ooe,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,2.38,"Guest WaAi1Ooe receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 2.38, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
WaAi1Ooe,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,2.38,"Guest WaAi1Ooe receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 2.38, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
XlNQGqkU,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.53,"Guest XlNQGqkU receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.53, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
XlNQGqkU,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.53,"Guest XlNQGqkU receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.53, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Xo62fsM4,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.50,"Guest Xo62fsM4 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.50, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Xo62fsM4,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.50,"Guest Xo62fsM4 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.50, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
XywLZV6W,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.45,"Guest XywLZV6W receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.45, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
XywLZV6W,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.45,"Guest XywLZV6W receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.45, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Y4XfzGVr,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.13,"Guest Y4XfzGVr receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.13, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Y4XfzGVr,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.13,"Guest Y4XfzGVr receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.13, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Y59YVkQf,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,2.29,"Guest Y59YVkQf receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 2.29, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Y59YVkQf,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,2.29,"Guest Y59YVkQf receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 2.29, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
YgFmMmXq,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.63,"Guest YgFmMmXq receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.63, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
YgFmMmXq,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.63,"Guest YgFmMmXq receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.63, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Ys3I4w4A,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,3.69,"Guest Ys3I4w4A receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 3.69, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Ys3I4w4A,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,3.69,"Guest Ys3I4w4A receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 3.69, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
YxyE6D4c,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.26,"Guest YxyE6D4c receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.26, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
YxyE6D4c,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.26,"Guest YxyE6D4c receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.26, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
ZhvkUDPq,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.22,"Guest ZhvkUDPq receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.22, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
ZhvkUDPq,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.22,"Guest ZhvkUDPq receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.22, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
aTnnrWTZ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,2.00,"Guest aTnnrWTZ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 2.00, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
aTnnrWTZ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,2.00,"Guest aTnnrWTZ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 2.00, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
bxtl8nv8,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,4.34,"Guest bxtl8nv8 receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 4.34, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
bxtl8nv8,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,4.34,"Guest bxtl8nv8 receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 4.34, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
csmcYm4c,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.22,"Guest csmcYm4c receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.22, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
csmcYm4c,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.22,"Guest csmcYm4c receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.22, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
d2W7JDPJ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.83,"Guest d2W7JDPJ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.83, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
d2W7JDPJ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.83,"Guest d2W7JDPJ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.83, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
dJ7B1LE7,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.82,"Guest dJ7B1LE7 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.82, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
dJ7B1LE7,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.82,"Guest dJ7B1LE7 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.82, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
dloZHc9z,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.91,"Guest dloZHc9z receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.91, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
dloZHc9z,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.91,"Guest dloZHc9z receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.91, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
eDA4OKmT,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,3.57,"Guest eDA4OKmT receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 3.57, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
eDA4OKmT,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,3.57,"Guest eDA4OKmT receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 3.57, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
eJ85fvMN,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.38,"Guest eJ85fvMN receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.38, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
eJ85fvMN,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.38,"Guest eJ85fvMN receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.38, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
eYTuHo9l,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.83,"Guest eYTuHo9l receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.83, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
eYTuHo9l,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.83,"Guest eYTuHo9l receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.83, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
esQeqgmU,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.92,"Guest esQeqgmU receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.92, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
esQeqgmU,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.92,"Guest esQeqgmU receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.92, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
fo16hD8h,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.07,"Guest fo16hD8h receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.07, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
fo16hD8h,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.07,"Guest fo16hD8h receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.07, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
gMcCMRT3,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.70,"Guest gMcCMRT3 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.70, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
gMcCMRT3,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.70,"Guest gMcCMRT3 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.70, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
gV1PWpt3,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.15,"Guest gV1PWpt3 receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.15, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
gV1PWpt3,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.15,"Guest gV1PWpt3 receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.15, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
hpFOMeH4,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,4.78,"Guest hpFOMeH4 receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 4.78, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
hpFOMeH4,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,4.78,"Guest hpFOMeH4 receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 4.78, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
hrXI0xI0,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.61,"Guest hrXI0xI0 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.61, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
hrXI0xI0,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.61,"Guest hrXI0xI0 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.61, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
jbcpEN2X,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.16,"Guest jbcpEN2X receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.16, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
jbcpEN2X,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.16,"Guest jbcpEN2X receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.16, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
k374rfPx,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.04,"Guest k374rfPx receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.04, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
k374rfPx,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.04,"Guest k374rfPx receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.04, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
kvASFsQ8,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.27,"Guest kvASFsQ8 receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.27, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
kvASFsQ8,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.27,"Guest kvASFsQ8 receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.27, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
kyayq7YY,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.66,"Guest kyayq7YY receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.66, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
kyayq7YY,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.66,"Guest kyayq7YY receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.66, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
lFcfdoMo,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.86,"Guest lFcfdoMo receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.86, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
lFcfdoMo,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.86,"Guest lFcfdoMo receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.86, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
lV7vY7AZ,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.44,"Guest lV7vY7AZ receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.44, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
lV7vY7AZ,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.44,"Guest lV7vY7AZ receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.44, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
lZieTX8D,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.06,"Guest lZieTX8D receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.06, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
lZieTX8D,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.06,"Guest lZieTX8D receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.06, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
nc7d8YzG,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.82,"Guest nc7d8YzG receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.82, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
nc7d8YzG,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.82,"Guest nc7d8YzG receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.82, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
